2025-06-26 09:51:05,476 | INFO | httpx | HTTP Request: GET https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?select=id%2Cblog_title%2Cshort_review%2Csentiment&sentiment=is.null "HTTP/2 200 OK"
2025-06-26 09:51:05,499 | INFO | __main__ | Generating sentiment for 1000 reviews
2025-06-26 09:51:06,090 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:51:06,218 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.c37d8d6f-bc8a-40f7-84c3-493fae3704b5 "HTTP/2 200 OK"
2025-06-26 09:51:06,224 | INFO | __main__ | Updated sentiment for c37d8d6f-bc8a-40f7-84c3-493fae3704b5 -> No
2025-06-26 09:51:07,154 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:51:07,269 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.c517b48f-3bb2-4ad8-a1fd-bacbab7502d2 "HTTP/2 200 OK"
2025-06-26 09:51:07,270 | INFO | __main__ | Updated sentiment for c517b48f-3bb2-4ad8-a1fd-bacbab7502d2 -> No - not a review
2025-06-26 09:51:07,729 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:51:08,033 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.3348a48a-8d59-4aad-baa6-821b3c4d2590 "HTTP/2 200 OK"
2025-06-26 09:51:08,035 | INFO | __main__ | Updated sentiment for 3348a48a-8d59-4aad-baa6-821b3c4d2590 -> No
2025-06-26 09:51:08,651 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 09:51:08,888 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.5e464199-b28a-48c6-afc3-e8e82e39b865 "HTTP/2 200 OK"
2025-06-26 09:51:08,890 | INFO | __main__ | Updated sentiment for 5e464199-b28a-48c6-afc3-e8e82e39b865 -> No – not a review
2025-06-26 09:51:09,473 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
