2025-06-26 10:09:01,622 | INFO | httpx | HTTP Request: GET https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?select=id%2Cblog_title%2Cshort_review%2Csentiment&sentiment=is.null "HTTP/2 200 OK"
2025-06-26 10:09:01,800 | INFO | __main__ | Generating sentiment for 1000 reviews
2025-06-26 10:09:02,925 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:03,317 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.3258930c-4f2f-47f5-8bdc-a576f16f9422 "HTTP/2 200 OK"
2025-06-26 10:09:03,322 | INFO | __main__ | Updated sentiment for 3258930c-4f2f-47f5-8bdc-a576f16f9422 -> Maybe
2025-06-26 10:09:03,743 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:03,745 | INFO | __main__ | Skipping sentiment for 11b0ac1b-1c49-4b59-81e0-153e5f146a8f -> No – not a review.
2025-06-26 10:09:04,209 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:04,227 | INFO | __main__ | Skipping sentiment for 5e491e9f-0444-49cf-84a3-019a7e3f733d -> No - not a review
2025-06-26 10:09:04,819 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:04,821 | INFO | __main__ | Skipping sentiment for 9a369ca6-4729-419c-b787-1da62ba26566 -> No – not a review.
2025-06-26 10:09:05,213 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:05,486 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.3b3487d8-6af2-4a71-ac95-d7cf5cdb1d2b "HTTP/2 200 OK"
2025-06-26 10:09:05,488 | INFO | __main__ | Updated sentiment for 3b3487d8-6af2-4a71-ac95-d7cf5cdb1d2b -> Maybe
2025-06-26 10:09:06,098 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:06,101 | INFO | __main__ | Skipping sentiment for c986e542-0b7a-4cc3-b33c-8f095a2c80d1 -> No – not a review.
2025-06-26 10:09:06,388 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:06,528 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.96e8470f-c836-4b96-9758-4c0629486079 "HTTP/2 200 OK"
2025-06-26 10:09:06,532 | INFO | __main__ | Updated sentiment for 96e8470f-c836-4b96-9758-4c0629486079 -> No
2025-06-26 10:09:06,918 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:06,921 | INFO | __main__ | Skipping sentiment for 45270dda-d62e-4a35-896a-3a7290e8652a -> No - not a review
2025-06-26 10:09:07,326 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-06-26 10:09:07,672 | INFO | httpx | HTTP Request: PATCH https://whtyqwdpqppsnmfjnxfl.supabase.co/rest/v1/reviews?id=eq.49e09063-64bc-477c-bd22-b8bfde189b6f "HTTP/2 200 OK"
2025-06-26 10:09:07,674 | INFO | __main__ | Updated sentiment for 49e09063-64bc-477c-bd22-b8bfde189b6f -> Yes
